latitude,longitude,area,hour,crime_category,risk_score,risk_label
13.007421308363709,77.63504616751241,Industrial Area,12,Harassment,0.4638637655021906,1
13.017368223604176,77.54117639763567,Suburbs,8,Safe,0.03210574942532579,0
13.049087894836866,77.57049620938866,Downtown,0,Assault,0.8721737646051241,2
12.986331909245935,77.52522202833572,Park/Isolation Zone,0,Harassment,0.8263287330141638,2
12.925516060559113,77.52597140268358,Residential Area,14,Safe,0.032984386553954734,0
12.956755181159744,77.63523914927131,Residential Area,21,Stalking,0.4329320907737892,1
12.972616459279728,77.6717200213965,Industrial Area,3,Theft,0.645402916371151,1
13.02918344826632,77.69254651677223,Residential Area,19,Assault,0.614753658609029,1
13.014155660933783,77.62566942350989,Downtown,0,Harassment,0.7989018402542972,2
12.97121934517957,77.53682026467219,Residential Area,11,Stalking,0.35080511229909755,1
13.097303049758596,77.52113006908979,Downtown,10,Theft,0.3797842678236792,1
13.021154963871377,77.66257019430735,Downtown,18,Theft,0.4804995567921873,1
12.9474453583472,77.615751295272,Suburbs,14,Stalking,0.23975604663819058,0
12.92035649452408,77.62365700420274,Industrial Area,20,Harassment,0.6483513273173933,1
12.930571827836866,77.65629241775095,Park/Isolation Zone,9,Theft,0.5307834222072777,1
12.949191545676902,77.64065544554649,Downtown,0,Assault,0.8583795763046166,2
12.932136274651912,77.66689165057122,Industrial Area,23,Safe,0.6527704857446152,2
12.937313404810261,77.51124278109198,Park/Isolation Zone,2,Assault,0.9655555950749786,2
12.957019033738769,77.6495041273493,Residential Area,13,Theft,0.30424991414268393,0
12.93467471905895,77.67017055146442,Industrial Area,14,Safe,0.2609602023126755,0
13.079353084925284,77.55722700849167,Industrial Area,0,Stalking,0.7168533978643556,2
12.91604674913233,77.62808945479865,Industrial Area,9,Safe,0.33131778530433104,0
13.00490227791405,77.56283241276739,Residential Area,21,Safe,0.2038576710052249,0
12.982079365397933,77.6915942132965,Residential Area,0,Safe,0.3228768004625243,0
13.09647572338172,77.50668471448711,Industrial Area,14,Theft,0.47407965075636715,1
12.92240778043361,77.61595856876659,Suburbs,2,Harassment,0.555531497984645,1
12.97957111980915,77.5333007094099,Downtown,20,Theft,0.4793550047458817,1
13.093894086655073,77.64244404103543,Residential Area,19,Harassment,0.5155704597826998,1
13.073101425178796,77.53517805668373,Suburbs,22,Stalking,0.6397625986071761,1
13.063414414189856,77.54707665237967,Residential Area,21,Stalking,0.42824537878990315,1
12.951580565408989,77.59887416220916,Industrial Area,11,Stalking,0.5268436023146258,1
12.934177517478014,77.68296698999937,Suburbs,18,Stalking,0.6066281544313404,1
13.033728643984887,77.5423428744296,Park/Isolation Zone,15,Stalking,0.6056180270839785,1
13.085875197825517,77.52884800422362,Downtown,7,Assault,0.5679077259477411,1
13.011352578602786,77.6517953663708,Downtown,23,Theft,0.7250688297868576,2
13.01432253789398,77.60012390646679,Residential Area,13,Harassment,0.27728305754054017,0
12.955995818732058,77.68235702247635,Downtown,17,Stalking,0.4745296249843223,1
13.053898586638388,77.52932291143198,Park/Isolation Zone,22,Assault,0.967181573367701,2
12.937408749711505,77.6291855786046,Suburbs,0,Assault,0.7926974478266517,2
12.96473584728085,77.54657582923036,Suburbs,1,Assault,0.7597377203606948,2
12.985087287723283,77.53135208573033,Industrial Area,23,Theft,0.8211121919565887,2
13.00152207573689,77.63668588303146,Suburbs,11,Stalking,0.36534426594790825,1
12.948481946483016,77.61873692398174,Residential Area,16,Assault,0.5263800190099897,1
12.92296736494784,77.65096549167247,Park/Isolation Zone,1,Assault,1.0,2
13.022124008488326,77.56189251528924,Industrial Area,16,Stalking,0.537002584896474,1
12.957726110648052,77.58959433127644,Residential Area,20,Theft,0.39323121942333217,1
13.016247644284523,77.58109433526609,Residential Area,6,Assault,0.6913936058586878,2
12.930872543054841,77.6968178927933,Residential Area,5,Harassment,0.5151908625752577,1
12.996228020370964,77.55844979134788,Downtown,5,Safe,0.47733789175996466,1
13.006517886510316,77.55896344766936,Residential Area,21,Safe,0.1996274895966578,0
12.910364707364486,77.57090964176572,Downtown,7,Safe,0.15624155666360978,0
12.967320855638784,77.61291881625806,Suburbs,4,Theft,0.35784166720915855,1
12.926882935387795,77.55046454885274,Downtown,14,Assault,0.6082741216403935,1
12.912674994094553,77.68305798807586,Residential Area,6,Safe,0.2177218789241437,0
13.097992046477989,77.55313711297326,Park/Isolation Zone,2,Safe,0.6513704263651633,2
12.964470768994945,77.67916314631204,Park/Isolation Zone,9,Stalking,0.5774394845631767,1
13.061974889170926,77.52069501272932,Suburbs,2,Assault,0.6617650408088585,2
12.950928130952754,77.63131254047994,Residential Area,13,Assault,0.47144479269790557,1
13.036300544444785,77.68139710368766,Downtown,21,Stalking,0.6515433687272408,2
13.052045571977937,77.53374988767965,Park/Isolation Zone,2,Assault,1.0,2
13.01912774812157,77.69366539201985,Industrial Area,0,Harassment,0.8079927876219262,2
12.994315237710031,77.5905766720831,Residential Area,0,Theft,0.5891325023174818,1
12.982368182829454,77.68914302168821,Residential Area,18,Stalking,0.4590364513883886,1
12.969773653308598,77.63536400872601,Industrial Area,3,Safe,0.6173504086339473,1
13.085905828849565,77.56031737397471,Park/Isolation Zone,1,Assault,1.0,2
13.066123881557546,77.53766050498342,Industrial Area,10,Harassment,0.5278182694487338,1
13.093005382133303,77.56074700924502,Suburbs,23,Harassment,0.5886725866877517,1
12.924859444697109,77.51860348185254,Downtown,11,Theft,0.4175224905625151,1
13.046173495040728,77.52877359326867,Downtown,12,Harassment,0.4811373441239008,1
13.087668091364208,77.5209320880693,Park/Isolation Zone,15,Assault,0.7600694285776096,2
12.936246613233132,77.58458870874831,Industrial Area,15,Assault,0.6219442254930875,1
12.913299253473356,77.65911567525151,Residential Area,18,Harassment,0.3941589934334801,1
13.048224129858012,77.52827671084327,Residential Area,22,Assault,0.7084344137267173,2
13.014894622635982,77.52606408663446,Residential Area,19,Assault,0.6072700757284284,1
13.068365755351655,77.62868578990347,Suburbs,20,Safe,0.2502195548701763,0
12.927954475325258,77.53943659639361,Suburbs,19,Stalking,0.5313658714558809,1
13.059053462371978,77.5195220076218,Residential Area,8,Assault,0.49153883723055136,1
12.940325464009549,77.53336971564111,Park/Isolation Zone,15,Assault,0.6057397574405123,1
12.932731188573142,77.68474627917536,Suburbs,6,Theft,0.3759463421571829,1
12.932853159586198,77.66429425055524,Suburbs,12,Stalking,0.36061168897905804,1
13.062914944046277,77.57081291247103,Downtown,3,Stalking,0.8557589428194302,2
13.03303944413924,77.63116415346548,Downtown,12,Stalking,0.4973309725788879,1
13.004613084953824,77.60745513473361,Park/Isolation Zone,7,Harassment,0.6182725972562357,1
12.9717660968247,77.63542485269652,Suburbs,1,Safe,0.42756898475264926,1
13.07544010816262,77.63653423049256,Suburbs,6,Safe,0.26903880492847315,0
12.978489021484528,77.625746803012,Industrial Area,10,Theft,0.44448878936431996,1
13.063319887894314,77.55322027370747,Park/Isolation Zone,16,Stalking,0.5987694593014229,1
12.987826981714043,77.50780128415256,Park/Isolation Zone,23,Stalking,0.9165391283048526,2
12.975388885884982,77.59111335639803,Industrial Area,13,Assault,0.6402310098036036,1
12.99253595713392,77.67819477693814,Industrial Area,12,Harassment,0.5556280796298521,1
12.960275574832828,77.61389945170372,Downtown,14,Harassment,0.4939788898644454,1
13.04952187603525,77.66647820834038,Park/Isolation Zone,21,Theft,0.70989974906486,2
13.000544078018496,77.69832486859225,Park/Isolation Zone,20,Safe,0.44800510271572813,1
12.946442539029364,77.53272324082765,Industrial Area,8,Stalking,0.4963629366231476,1
13.079914914654914,77.6383555278284,Residential Area,2,Theft,0.5743952183426587,1
12.976778244274643,77.63485871474,Residential Area,12,Harassment,0.2959691847369593,0
13.008710572222798,77.69599108947166,Downtown,12,Harassment,0.4629420354063457,1
13.08129442219291,77.69712014679057,Residential Area,8,Harassment,0.24412899612996078,0
13.024847599182799,77.63733572234483,Residential Area,17,Stalking,0.27710164539063215,0
12.923379608141673,77.54872295839644,Residential Area,4,Stalking,0.511629003564689,1
13.087966424722694,77.65971116762613,Suburbs,10,Stalking,0.31200575848640927,0
13.025541610614283,77.52140582684221,Downtown,1,Assault,0.9357052966172908,2
12.966981122931417,77.65613986083433,Industrial Area,16,Safe,0.26923143287193996,0
12.927854414532678,77.68203922482894,Residential Area,22,Harassment,0.5556263611105635,1
13.058805037854059,77.57656667895368,Suburbs,19,Harassment,0.33666738814067537,0
13.024014551185703,77.62612705899662,Residential Area,20,Assault,0.6623773270157235,2
13.006692218395264,77.58602854641937,Suburbs,3,Harassment,0.6348775224438967,1
13.07877851661019,77.58755301099762,Downtown,21,Harassment,0.5252151273832799,1
13.057719442244906,77.56207417782163,Residential Area,17,Stalking,0.2501271822918616,0
12.93033497594655,77.65242592409007,Suburbs,23,Stalking,0.6201461669137723,1
12.96234441355911,77.68723531283331,Park/Isolation Zone,19,Safe,0.547366051985155,1
12.949697827962893,77.6881501718469,Park/Isolation Zone,7,Harassment,0.5236457978169305,1
13.048789258514535,77.534956256975,Suburbs,18,Theft,0.38964416917512446,1
12.906706486947156,77.67494872993132,Residential Area,11,Harassment,0.3495293122657037,0
13.013977936974264,77.64748628828542,Residential Area,10,Harassment,0.2505865944588701,0
13.052491737148138,77.55056748013806,Downtown,15,Safe,0.21589418320313228,0
13.075353127352349,77.5134569225843,Downtown,4,Theft,0.5609792878670671,1
12.968416349743181,77.55359945337688,Industrial Area,2,Harassment,0.7859904016280853,2
13.064251460934402,77.68244164735631,Downtown,11,Theft,0.35614035263755534,1
12.922126347391043,77.62663573497916,Residential Area,14,Stalking,0.38536247386645045,1
13.069290458346904,77.64421093217958,Industrial Area,15,Stalking,0.575891872149253,1
12.925497732466397,77.55143047022182,Downtown,12,Theft,0.4416088695359206,1
12.979457458112073,77.64387763111496,Suburbs,6,Harassment,0.44233488996143744,1
13.05945907315591,77.50562430125558,Park/Isolation Zone,14,Theft,0.41195563344624647,1
12.929983485469755,77.57506426915461,Downtown,2,Theft,0.7005377329311637,2
12.945850279046528,77.62535066970847,Downtown,11,Stalking,0.4414101232145319,1
13.044450513678614,77.52921931310827,Suburbs,7,Theft,0.14865378271287294,0
13.044007307309215,77.66460071488939,Residential Area,11,Assault,0.43626432298387247,1
13.028229526577059,77.54700625976238,Suburbs,17,Assault,0.4550881373957993,1
13.03878968889342,77.6304562225637,Downtown,2,Stalking,0.8799138833874557,2
13.008544888669519,77.58103942851507,Residential Area,11,Harassment,0.2397197721222147,0
12.950359811781391,77.61920871909552,Industrial Area,22,Harassment,0.8338526502292235,2
12.969139198700784,77.52149011052578,Downtown,20,Stalking,0.5700541319694012,1
12.936319543360286,77.50338255998432,Suburbs,22,Harassment,0.6635055836993065,2
13.081690112266726,77.68191288547607,Industrial Area,1,Safe,0.5649677084911027,1
13.016678358953223,77.55392600175344,Park/Isolation Zone,13,Assault,0.683258438141212,2
12.980170283352727,77.6639354005561,Industrial Area,13,Safe,0.2838990425068471,0
12.992401160728827,77.69987006009444,Suburbs,3,Safe,0.4379479447296268,1
13.089456667922363,77.54228625159978,Industrial Area,16,Safe,0.22747632952723945,0
12.930670280623216,77.55303414823668,Suburbs,14,Stalking,0.34112974078163244,0
13.01724596640336,77.63257195752693,Downtown,15,Safe,0.21793428123814018,0
13.001177735776894,77.69308972692012,Residential Area,4,Theft,0.5099023925126389,1
13.02229084708693,77.68316286963815,Park/Isolation Zone,23,Harassment,0.7957510822386639,2
12.903622036764169,77.60057510401312,Residential Area,16,Stalking,0.22089679559518874,0
13.07442478178883,77.65902205650535,Residential Area,22,Theft,0.634729769351698,1
13.086423656496722,77.52714917061998,Residential Area,6,Theft,0.42456695525568233,1
13.013026636717841,77.69548763684081,Suburbs,22,Assault,0.7106312557208798,2
13.039330164775379,77.6928706468072,Suburbs,14,Assault,0.44838948159827674,1
13.084499876235459,77.53274579157583,Park/Isolation Zone,16,Theft,0.4599503021317464,1
13.04144772686268,77.55988462496062,Suburbs,11,Assault,0.3521501132298312,1
12.930507808582853,77.52003099950136,Suburbs,10,Harassment,0.29178627080562053,0
13.015257672033362,77.55434351977964,Suburbs,18,Harassment,0.441428236926096,1
13.02134300927657,77.66319115788305,Suburbs,10,Assault,0.4669673505693261,1
12.984826134260476,77.57566312143305,Downtown,1,Safe,0.5013502253115024,1
13.047288847124944,77.51767939342935,Park/Isolation Zone,14,Theft,0.4612636433146216,1
13.086873402953803,77.56844510495579,Suburbs,4,Harassment,0.43117167571999565,1
13.085113702581355,77.69627666684826,Park/Isolation Zone,17,Assault,0.6509576476689802,2
12.990167874280827,77.62593671905184,Industrial Area,20,Assault,0.8568381543952366,2
12.922647609168152,77.58323218928123,Downtown,20,Harassment,0.6424561301200366,1
13.096968239792467,77.53330770269946,Suburbs,15,Harassment,0.2742057551131951,0
13.067779617289187,77.69723535945674,Downtown,3,Safe,0.576729181444937,1
12.924932536240654,77.66416980185262,Downtown,22,Assault,0.8380856532507314,2
13.084168376523474,77.55629546049019,Industrial Area,9,Assault,0.6269324008706754,1
13.073979272412425,77.51401373914423,Park/Isolation Zone,21,Stalking,0.8231789009757827,2
13.003767611425214,77.51132511147551,Downtown,1,Safe,0.5822937105417626,1
13.018255087148987,77.5240756299011,Residential Area,14,Harassment,0.31445410930907486,0
12.979800540774026,77.61615371672289,Industrial Area,3,Harassment,0.7820726182942986,2
12.910952327764406,77.6857526842411,Residential Area,15,Theft,0.24790310845927233,0
12.96703944832918,77.5993486856012,Industrial Area,6,Harassment,0.576580595056826,1
13.060570689719603,77.66858909649125,Residential Area,11,Assault,0.43383063364784474,1
12.900926404600922,77.58917732397197,Residential Area,2,Harassment,0.61880155308501,1
12.966699834338229,77.64171670915357,Downtown,16,Assault,0.5986789307859084,1
12.979633738718189,77.6463745474573,Downtown,8,Assault,0.5986792607671402,1
13.007479120587584,77.53479274118067,Industrial Area,7,Safe,0.26728016336246385,0
13.083971123282552,77.57224321179517,Park/Isolation Zone,22,Harassment,0.8046126206621059,2
12.969269198873192,77.62746043130761,Downtown,5,Safe,0.3500387385596868,1
12.969390640379245,77.51413932163688,Downtown,14,Assault,0.5874059932067216,1
13.04750024962195,77.57230803755259,Suburbs,9,Harassment,0.3367121791643042,0
12.990443588177962,77.60695989325625,Downtown,22,Harassment,0.7070733152128909,2
12.944920964587997,77.69924489860892,Park/Isolation Zone,5,Safe,0.502038058086746,1
12.990487903226539,77.59490671252449,Suburbs,14,Safe,0.10077396802871912,0
12.928171404075961,77.66321135142287,Residential Area,13,Assault,0.4965064957972551,1
12.935277397301245,77.58641345701332,Residential Area,18,Assault,0.6006690954893419,1
12.999673554547895,77.65927814452394,Suburbs,12,Harassment,0.22560753108842674,0
12.983785089900909,77.61908296032402,Suburbs,13,Harassment,0.4062438622740092,1
13.08296918021362,77.67731908830048,Suburbs,2,Stalking,0.6985845363119072,2
12.972478779823327,77.58218851047002,Industrial Area,3,Stalking,0.8741595460474156,2
13.016117670055609,77.6208608839643,Park/Isolation Zone,13,Theft,0.4712251597842271,1
13.026452857583905,77.62600373612376,Park/Isolation Zone,13,Assault,0.6840535013524988,2
12.902618891317667,77.5834765883601,Residential Area,7,Theft,0.17888060810627687,0
13.032707474403342,77.5288624087375,Residential Area,9,Theft,0.23331333693891199,0
12.93560719337395,77.51871188138247,Residential Area,8,Safe,0.10878482498128712,0
13.092214063493891,77.50333431011993,Downtown,13,Safe,0.24873949547757768,0
12.929732545550623,77.67470685284904,Residential Area,7,Stalking,0.43762784138133,1
12.982924824745405,77.54729498244774,Suburbs,10,Theft,0.2835493367754215,0
12.917069933615728,77.54230134985636,Residential Area,9,Stalking,0.39868013442741607,1
13.09937485036919,77.64720708008521,Suburbs,17,Assault,0.47700828480582397,1
13.000439002066248,77.56400322261747,Industrial Area,3,Harassment,0.8081319479880082,2
13.019077003464009,77.60120893848237,Downtown,3,Safe,0.5727406744440974,1
12.913415295477686,77.53250221305949,Downtown,11,Assault,0.5007937462334429,1
13.049992094079835,77.6919491442924,Park/Isolation Zone,17,Assault,0.686981538892805,2
12.941981118619116,77.67031628000345,Industrial Area,7,Safe,0.23011153736502463,0
13.079610857888142,77.672757924593,Suburbs,2,Safe,0.3410025964676216,0
12.941027928096402,77.58135474971441,Industrial Area,17,Theft,0.5096811392712589,1
12.938137544132733,77.65247224274144,Downtown,6,Stalking,0.5961729005712547,1
12.90730993356962,77.52877523107796,Suburbs,0,Assault,0.6838171633965007,2
12.994413389022,77.50172380051836,Industrial Area,21,Theft,0.619478979456409,1
13.012968226652523,77.5039945865156,Downtown,12,Theft,0.39656604064030637,1
12.913141727885671,77.61732034748091,Suburbs,2,Assault,0.7723132225982299,2
13.055105523339002,77.59107898104959,Suburbs,2,Assault,0.8377952677054684,2
12.990657766949605,77.60360306978171,Downtown,14,Harassment,0.47863793478085254,1
13.004878053865516,77.50149262808344,Suburbs,20,Stalking,0.4224695045424325,1
12.988152549387646,77.58453732393149,Downtown,18,Assault,0.7966448576622849,2
12.980152612175065,77.64361363224018,Residential Area,3,Safe,0.389003797516587,1
13.011928066261644,77.58853874039349,Residential Area,12,Harassment,0.30839726131899836,0
12.931048049186142,77.64644384126245,Suburbs,12,Stalking,0.26732947194704065,0
12.936385626099055,77.54660379287937,Suburbs,14,Safe,0.12516257372637546,0
13.072357124202703,77.66262840089635,Downtown,18,Safe,0.3349262628257099,0
13.089223092426726,77.61768624809069,Suburbs,15,Stalking,0.37671246720676427,1
12.974661863255951,77.54215261988598,Park/Isolation Zone,6,Harassment,0.6638567597674834,2
12.95414893462871,77.54734409517077,Residential Area,2,Safe,0.43610821793285787,1
13.028799908647803,77.62560609291391,Suburbs,19,Theft,0.33524724372974124,0
12.981746834219619,77.66598791864249,Suburbs,1,Stalking,0.5719615886651654,1
12.90507727113207,77.58312555640583,Industrial Area,17,Stalking,0.522930589264648,1
12.931230519473239,77.55166008582552,Suburbs,10,Assault,0.46331598508977645,1
13.04319444576948,77.67340232138213,Park/Isolation Zone,0,Harassment,0.7927421098726759,2
13.03178478838203,77.63385365835016,Residential Area,15,Theft,0.2601915367026383,0
12.905419198500697,77.58961709745661,Industrial Area,16,Theft,0.4937203094745196,1
12.94439443238659,77.59758003905586,Downtown,15,Assault,0.5338196983783634,1
12.946214959317615,77.54085129358728,Downtown,9,Safe,0.26026869982587847,0
13.034378548719745,77.62536052601297,Residential Area,16,Safe,0.12698919834518396,0
12.903942107550874,77.57174850210858,Downtown,2,Theft,0.6903560558659382,2
12.920821716396915,77.69912903533488,Park/Isolation Zone,17,Harassment,0.5458758119357069,1
13.059983217074638,77.59603670305238,Suburbs,18,Safe,0.17955522324562023,0
12.935708932410867,77.59717712123792,Residential Area,13,Stalking,0.3718727975521171,1
13.030549221570375,77.61317035748213,Industrial Area,20,Assault,0.8030606536033374,2
12.947636556209346,77.68335120062375,Suburbs,1,Harassment,0.6075333248847586,1
12.91988827855187,77.66016361997195,Downtown,11,Safe,0.3532337325292379,1
12.94863443819989,77.59022601395957,Downtown,10,Theft,0.3896667211903652,1
13.044453386371131,77.64373985319456,Industrial Area,16,Assault,0.6661327026510716,2
13.071139293621258,77.61724709975616,Park/Isolation Zone,5,Safe,0.5644056071928377,1
13.066043972913398,77.59847340974025,Industrial Area,18,Theft,0.5975853022479929,1
12.97943670592369,77.53846315455687,Residential Area,12,Safe,0.06417113110319123,0
13.03361702731413,77.59278725269098,Industrial Area,6,Assault,0.8199189209693698,2
12.940996859083164,77.54916371740451,Downtown,21,Stalking,0.6157496342645123,1
12.958629546052203,77.68296842997033,Park/Isolation Zone,10,Stalking,0.6599670111145185,2
13.079267163704223,77.56708136269927,Park/Isolation Zone,6,Theft,0.6757359624527748,2
12.902600384702147,77.69045280290668,Industrial Area,12,Stalking,0.5069469332112444,1
12.917101706170893,77.60661105801894,Residential Area,12,Assault,0.38764110198806434,1
12.941577251029205,77.62630887573523,Downtown,20,Theft,0.5578174349950241,1
12.905306440774764,77.60858808889786,Suburbs,0,Safe,0.41277491719025233,1
12.93628708701796,77.52587612339335,Park/Isolation Zone,18,Harassment,0.6377625092785973,1
13.016608312193938,77.5751642438016,Industrial Area,18,Safe,0.4892872023979783,1
12.9842849101185,77.51982922245553,Residential Area,22,Assault,0.7832625281651271,2
13.078534342215395,77.62459080883667,Residential Area,14,Theft,0.26707814069876434,0
13.063488712347688,77.58937483904009,Downtown,13,Safe,0.28789039614547474,0
12.968363470339575,77.6555969943142,Park/Isolation Zone,2,Theft,0.750514321104029,2
12.951884686686258,77.54409409619987,Downtown,20,Stalking,0.6034282354944938,1
12.975938481633454,77.53291321168587,Suburbs,19,Harassment,0.43701354413044585,1
13.018058988502961,77.58126644619276,Suburbs,3,Assault,0.7182778705284095,2
12.953612728164575,77.68531707664368,Suburbs,6,Safe,0.2751080126013163,0
13.024829781569826,77.64208436300248,Residential Area,0,Harassment,0.6402758208756104,1
12.981882330438248,77.58378472495859,Park/Isolation Zone,22,Assault,0.9648256392168156,2
13.010409436170397,77.60345443395086,Downtown,23,Assault,0.8566097994361027,2
12.987225305827064,77.51684260223541,Downtown,18,Stalking,0.6927398957520381,2
12.958893151908384,77.69691517927522,Suburbs,2,Theft,0.5009005210078504,1
13.089690661392432,77.63328146093899,Park/Isolation Zone,19,Theft,0.6357221559246864,1
13.052721158831952,77.55708081369268,Park/Isolation Zone,14,Harassment,0.49950597468106267,1
12.92802263515329,77.61716167884305,Industrial Area,12,Stalking,0.5204070697493741,1
13.073693595179583,77.5218964732138,Park/Isolation Zone,21,Assault,0.7746809792469588,2
12.997486239649902,77.69316733376152,Park/Isolation Zone,13,Stalking,0.664108757980853,2
13.078910445378819,77.53495699757667,Downtown,6,Stalking,0.7006154423695239,2
13.059971051189462,77.62960606361105,Park/Isolation Zone,0,Harassment,0.8096481571074392,2
12.985042700893846,77.54909089250779,Park/Isolation Zone,12,Theft,0.5231529878064627,1
12.904493861664024,77.6435122765297,Downtown,3,Stalking,0.7282140982944699,2
12.953735471876989,77.65536427344806,Park/Isolation Zone,11,Stalking,0.6310879061839147,1
13.008326842932174,77.63468394578229,Downtown,6,Stalking,0.605798745091029,1
13.02669564396523,77.62289989205104,Industrial Area,1,Safe,0.6608788155678863,2
12.95157753708664,77.6784938187904,Residential Area,16,Stalking,0.3755480728725663,1
12.927871214814566,77.51572534219795,Downtown,0,Stalking,0.7817225206666595,2
13.06698604735986,77.56618295315604,Downtown,13,Assault,0.5795901663234889,1
13.09688043614071,77.54965749592617,Park/Isolation Zone,21,Safe,0.5072242835620524,1
13.005138036460536,77.6976027924131,Downtown,20,Stalking,0.6038039461403676,1
12.93433585716966,77.57787795593337,Suburbs,0,Stalking,0.7062454721461419,2
12.954461465303874,77.64652253984808,Suburbs,2,Harassment,0.6152991276078933,1
12.903678135309494,77.6369450327762,Industrial Area,10,Harassment,0.548218136518089,1
13.082859761312099,77.54241624749548,Downtown,6,Safe,0.27751900628722026,0
12.923550216578029,77.5477995360423,Park/Isolation Zone,8,Assault,0.7008039459423142,2
13.01530329510285,77.55625691271061,Park/Isolation Zone,21,Safe,0.5124032303684395,1
12.954811044137442,77.58222545565188,Residential Area,2,Safe,0.39982702097198647,1
13.010835600503158,77.5468650131301,Industrial Area,0,Harassment,0.8011251088779991,2
13.030284077670373,77.50393029654937,Park/Isolation Zone,18,Harassment,0.6839433762505274,2
13.06594836074144,77.67587861136144,Residential Area,1,Assault,0.8628684127463113,2
12.941284254352121,77.69312196627618,Park/Isolation Zone,20,Stalking,0.7621628946189443,2
12.902199165731696,77.56831407740631,Residential Area,23,Assault,0.7561236800172111,2
12.927377126013761,77.5677013758851,Suburbs,4,Stalking,0.5468285863002802,1
13.08000372836962,77.50141836255487,Suburbs,16,Theft,0.22204741437839876,0
13.074778015512504,77.63605013766607,Park/Isolation Zone,18,Harassment,0.6356108576153687,1
13.019482620434061,77.66508797914973,Industrial Area,4,Theft,0.645358965341878,1
13.02010337208673,77.529321660072,Downtown,22,Theft,0.6833245992823123,2
13.03300733490925,77.53193326987343,Industrial Area,20,Harassment,0.7180361787852633,2
12.93507425572469,77.6580166499943,Industrial Area,13,Theft,0.5149005420042736,1
13.082882389184991,77.62325814967083,Downtown,9,Safe,0.13386769055535136,0
12.983754104978415,77.50897211152554,Suburbs,20,Stalking,0.5036166968019188,1
12.9766277056499,77.62450939809246,Suburbs,6,Assault,0.6538303240490227,2
13.003783541056567,77.56178354456875,Downtown,7,Harassment,0.36223706001680184,1
12.909393193355012,77.57374503109418,Residential Area,7,Safe,0.11830297962352046,0
12.933256673751217,77.65394628365938,Industrial Area,6,Assault,0.8328948696832958,2
13.047606723285273,77.66218703853453,Park/Isolation Zone,12,Assault,0.6972616651675558,2
12.916559733585025,77.58007132536797,Suburbs,13,Assault,0.44762282808658216,1
13.020630421893278,77.68943058720127,Park/Isolation Zone,18,Theft,0.7099157054088158,2
12.949069821936265,77.58129254359042,Downtown,10,Theft,0.32527360865691857,0
12.977859122808395,77.65436720704602,Park/Isolation Zone,1,Theft,0.8415554979991056,2
12.95773874735414,77.59677545291285,Park/Isolation Zone,16,Theft,0.5229638080652402,1
12.97113454329299,77.67950646530441,Industrial Area,5,Safe,0.5150859016486344,1
13.043809181036849,77.68155224873004,Downtown,8,Theft,0.35259295030934995,1
12.959424343124635,77.51748336157422,Park/Isolation Zone,18,Harassment,0.7738356378515913,2
13.013280928059379,77.68729866626205,Suburbs,4,Assault,0.5305785623471538,1
12.99521008043982,77.66510696830409,Downtown,8,Safe,0.23347999451096332,0
13.03273423307253,77.65826214286254,Suburbs,6,Theft,0.3418407745786112,0
13.087365947864951,77.5401822679371,Residential Area,3,Assault,0.7862367409683542,2
13.04651441944205,77.66102384175093,Park/Isolation Zone,17,Safe,0.31190334334241704,0
12.942988075718151,77.67002654693701,Downtown,17,Assault,0.6567361255135024,2
12.906236627012257,77.55783006689083,Suburbs,19,Safe,0.1655944389078306,0
12.952452808859965,77.69045201567246,Park/Isolation Zone,16,Stalking,0.5777368488457244,1
13.019015586140052,77.50997202927984,Industrial Area,3,Safe,0.689298399328564,2
12.91028516269685,77.52998185064943,Suburbs,21,Theft,0.36196441729835704,1
12.999273249440247,77.6075162276103,Suburbs,15,Assault,0.5029670151103106,1
13.019368569783378,77.61515849422446,Residential Area,21,Assault,0.6348154674343345,1
12.966848778163392,77.62903001666018,Industrial Area,22,Assault,0.8846272233370296,2
13.054182440749164,77.5033938258631,Residential Area,4,Harassment,0.46056832140430914,1
12.921319650626755,77.69207335492443,Industrial Area,8,Harassment,0.5764338434773254,1
12.915027556347162,77.50891761854683,Suburbs,1,Theft,0.5295003020992024,1
13.04563775124072,77.52861239054468,Residential Area,1,Stalking,0.6155032318270042,1
12.99909826324124,77.50280290350521,Park/Isolation Zone,3,Harassment,0.8664230320108446,2
13.037680479285546,77.61337168665882,Industrial Area,19,Safe,0.43926146135312893,1
12.986965467720749,77.6864533767842,Suburbs,19,Theft,0.3252017377360151,0
12.949280406647821,77.63318943321609,Downtown,16,Stalking,0.4889096854630276,1
13.06382046353484,77.66453149369609,Industrial Area,19,Safe,0.42573443897739416,1
13.059883175793797,77.50265624069172,Industrial Area,20,Assault,0.7932978394036806,2
13.038939294170886,77.60840305969595,Park/Isolation Zone,18,Harassment,0.5798327227047347,1
12.954429027445993,77.5919125955011,Industrial Area,2,Safe,0.6182162877449938,1
13.018046133373817,77.59979358884416,Industrial Area,4,Stalking,0.6183029783410493,1
12.972194779388005,77.51444263706703,Park/Isolation Zone,9,Theft,0.5373346662044345,1
12.918316414665327,77.63688707221387,Park/Isolation Zone,5,Safe,0.5536054237048578,1
13.083462715092448,77.60064408297173,Residential Area,2,Theft,0.45071957705936583,1
12.927363726183792,77.65302976997225,Suburbs,16,Assault,0.5147508568401187,1
13.09004747076416,77.59705812681234,Suburbs,9,Stalking,0.3441564540919434,0
